time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-11-17T17:35:19.593Z,38.1835,141.8036,56.678,4.6,mb,88,112,2.665,0.68,us,us7000iqie,2023-01-28T19:58:23.040Z,"",earthquake,7.52,5.409,0.059,85,reviewed,us,us
2022-11-17T12:43:29.701Z,35.6079,140.1519,64.858,4.5,mb,63,124,1.829,0.71,us,us7000iqed,2023-01-28T19:58:21.040Z,"3 km ENE of Chiba, Japan",earthquake,6.55,5.909,0.058,88,reviewed,us,us
2022-11-17T00:28:20.703Z,40.7826,142.3468,66.476,4.9,mww,235,80,0.974,0.63,us,us7000iq9c,2023-01-28T19:58:20.040Z,"78 km ENE of Hachinohe, Japan",earthquake,6.32,2.474,0.098,10,reviewed,us,us
2022-11-14T13:27:58.983Z,37.4099,137.2938,12.694,4.6,mb,70,88,1.129,0.53,us,us7000iplv,2023-01-28T19:58:14.040Z,"49 km NE of Nanao, Japan",earthquake,6.23,4.04,0.07,63,reviewed,us,us
2022-11-14T08:08:26.124Z,33.8139,137.3055,346,6.1,mww,274,28,1.127,0.63,us,us7000ipkm,2023-01-28T19:58:14.040Z,"85 km SSE of Toba, Japan",earthquake,7.92,1.907,0.042,54,reviewed,us,us
2022-11-09T08:40:11.927Z,36.1855,140.0343,56.302,4.8,mww,112,55,1.516,0.91,us,us7000ingc,2023-01-21T19:27:16.040Z,"6 km WSW of Tsukuba, Japan",earthquake,2.56,4.605,0.098,10,reviewed,us,us
2022-11-09T03:37:25.258Z,31.6492,131.827,35,4.5,mb,60,88,1.181,0.71,us,us7000inf2,2023-01-21T19:27:15.040Z,"Kyushu, Japan",earthquake,6.05,1.901,0.106,26,reviewed,us,us
2022-11-08T20:56:42.386Z,32.3934,142.3786,10,4.6,mb,74,101,2.278,0.45,us,us7000ind1,2023-01-21T19:27:15.040Z,"",earthquake,9.09,1.859,0.086,47,reviewed,us,us
2022-11-03T11:16:57.209Z,35.5846,140.2147,66.633,4.8,mb,68,108,1.885,0.7,us,us7000im5q,2023-01-12T23:11:10.040Z,"8 km SSE of Yotsukaid?, Japan",earthquake,6.48,5.936,0.072,59,reviewed,us,us
2022-11-03T10:04:33.746Z,35.5684,140.1422,73.534,4.9,mww,103,91,0.295,0.86,us,us7000im5c,2023-01-12T23:11:09.040Z,"4 km SSE of Chiba, Japan",earthquake,6.01,4.027,0.08,15,reviewed,us,us
2022-11-01T23:45:54.466Z,41.9614,144.9414,14.274,5.1,mb,114,134,1.331,0.57,us,us7000ilua,2023-01-12T23:10:58.040Z,"121 km SSE of Kushiro, Japan",earthquake,7.93,4.254,0.042,180,reviewed,us,us
2022-10-29T19:46:56.307Z,32.3746,142.5989,10,4.8,mb,91,103,2.46,0.54,us,us7000il7l,2023-01-12T23:10:32.040Z,"Izu Islands, Japan region",earthquake,8.54,1.817,0.073,59,reviewed,us,us
2022-10-29T19:46:34.988Z,32.1962,142.7233,10,4.5,mb,38,130,2.62,0.62,us,us7000il81,2023-01-12T23:10:33.040Z,"Izu Islands, Japan region",earthquake,5.36,1.883,0.14,15,reviewed,us,us
2022-10-28T20:56:27.188Z,37.3501,141.86,47.949,4.7,mb,85,120,3.034,0.68,us,us7000il1t,2023-01-03T15:23:48.040Z,"77 km ESE of Namie, Japan",earthquake,3.05,6.359,0.079,57,reviewed,us,us
2022-10-27T14:36:28.676Z,32.2923,142.9069,15.463,4.5,mb,26,188,2.734,0.38,us,us7000ikpx,2023-01-03T15:23:42.040Z,"Izu Islands, Japan region",earthquake,10.71,6.243,0.156,12,reviewed,us,us
2022-10-27T13:25:05.027Z,41.9079,144.7601,30.253,5,mb,45,136,1.2,0.5,us,us7000ikpr,2023-01-03T15:23:42.040Z,"122 km SSE of Kushiro, Japan",earthquake,8.58,3.54,0.068,70,reviewed,us,us
2022-10-27T05:28:59.142Z,33.456,141.2416,38.02,4.5,mb,17,139,1.243,0.22,us,us7000ilqr,2023-01-03T15:23:49.040Z,"205 km SSE of Katsuura, Japan",earthquake,4.14,8.014,0.204,7,reviewed,us,us
2022-10-27T04:20:06.780Z,32.1925,142.5361,10,5,mb,18,95,2.499,0.68,us,us7000ilqx,2023-01-03T15:23:49.040Z,"",earthquake,6.11,1.938,0.188,9,reviewed,us,us
2022-10-26T07:06:01.197Z,41.9665,144.7814,22.883,5.3,mww,107,84,1.212,0.69,us,us7000ikfi,2023-01-03T15:23:40.040Z,"116 km SSE of Kushiro, Japan",earthquake,7.48,3.65,0.071,19,reviewed,us,us
2022-10-26T07:05:07.639Z,42.0197,144.8843,10,4.6,mb,43,121,1.287,0.43,us,us7000ikfl,2023-01-03T15:23:40.040Z,"114 km SSE of Kushiro, Japan",earthquake,8.22,1.877,0.146,18,reviewed,us,us
2022-10-25T11:00:16.087Z,31.4883,141.6452,10,4.6,mb,32,119,2.244,0.46,us,us7000ikzr,2023-01-03T15:23:46.040Z,"Izu Islands, Japan region",earthquake,4.89,1.893,0.172,11,reviewed,us,us
2022-10-24T08:48:22.687Z,41.9024,145.05,10,4.6,mb,89,133,1.416,0.37,us,us6000iw1k,2023-01-03T15:23:36.040Z,"131 km SSE of Kushiro, Japan",earthquake,4.24,1.856,0.072,58,reviewed,us,us
2022-10-24T07:43:50.929Z,41.9217,144.9656,10,4.9,mb,87,134,1.352,0.42,us,us6000iw1c,2023-01-03T15:23:36.040Z,"126 km SSE of Kushiro, Japan",earthquake,8.07,1.876,0.075,55,reviewed,us,us
2022-10-23T20:09:07.129Z,31.3496,141.8025,12.84,4.9,mww,129,62,2.437,0.72,us,us6000ivym,2023-01-03T15:23:35.040Z,"Izu Islands, Japan region",earthquake,6.01,3.58,0.075,17,reviewed,us,us
2022-10-23T13:01:10.694Z,40.9832,141.8488,66.627,4.5,mb,64,133,0.625,0.42,us,us6000ivxe,2023-01-03T15:23:34.040Z,"50 km NE of Misawa, Japan",earthquake,6.23,3.471,0.089,39,reviewed,us,us
2022-10-22T09:03:15.471Z,39.2644,144.7819,10,4.5,mb,29,136,3.013,0.69,us,us7000ikp7,2023-01-03T15:23:42.040Z,"245 km E of Yamada, Japan",earthquake,7,1.677,0.127,23,reviewed,us,us
2022-10-21T06:19:48.911Z,37.4163,141.2093,40.722,4.9,mb,112,115,2.556,0.43,us,us6000ivg5,2022-12-31T23:03:45.040Z,"19 km ESE of Namie, Japan",earthquake,7.88,6.743,0.061,85,reviewed,us,us
2022-10-19T05:55:00.653Z,39.6478,143.3627,23.675,5.2,mww,74,125,2.097,0.89,us,us6000iusb,2022-12-31T23:03:39.040Z,"122 km E of Miyako, Japan",earthquake,7,2.375,0.068,21,reviewed,us,us
2022-10-19T05:14:08.998Z,39.6102,143.4047,26.111,4.6,mb,40,134,2.145,0.39,us,us6000iurz,2022-12-31T23:03:39.040Z,"125 km E of Miyako, Japan",earthquake,8.61,5.649,0.151,13,reviewed,us,us
2022-10-19T00:43:03.458Z,39.6901,143.4348,27.949,4.6,mb,63,99,2.121,0.58,us,us6000iunz,2022-12-31T23:03:38.040Z,"128 km E of Miyako, Japan",earthquake,6.41,5.132,0.099,30,reviewed,us,us
2022-10-15T15:25:02.383Z,35.946,139.0914,130.395,4.5,mb,47,116,0.929,0.79,us,us6000ityl,2022-12-31T23:03:33.040Z,"5 km SSE of Chichibu, Japan",earthquake,6.37,6.056,0.102,31,reviewed,us,us
2022-10-13T22:30:53.913Z,37.8087,142.0349,45.157,4.6,mb,28,126,3.07,0.67,us,us6000iuvf,2022-12-17T22:54:22.040Z,"",earthquake,9.18,8.414,0.193,8,reviewed,us,us
2022-10-11T20:28:55.099Z,32.2789,142.4233,16.471,4.9,mb,181,82,2.353,0.46,us,us6000istt,2022-12-17T22:53:55.040Z,"Izu Islands, Japan region",earthquake,7.73,3.459,0.041,193,reviewed,us,us
2022-10-11T13:26:25.959Z,36.4086,140.7186,41.485,4.5,mb,18,134,2.027,0.57,us,us6000iucd,2022-12-17T22:54:17.040Z,"15 km ESE of Funaishikawa, Japan",earthquake,9.04,7.663,0.204,9,reviewed,us,us
2022-10-11T11:28:02.074Z,37.5942,141.7605,51.184,4.7,mb,82,94,3.028,0.83,us,us6000ispl,2022-12-17T22:53:53.040Z,"68 km E of Namie, Japan",earthquake,5.56,5.682,0.078,49,reviewed,us,us
2022-10-11T08:17:44.648Z,32.7494,142.4103,10,4.7,mb,51,105,2.214,0.81,us,us6000isnw,2022-12-17T22:53:53.040Z,"",earthquake,7.78,1.762,0.097,32,reviewed,us,us
2022-10-11T03:05:15.822Z,33.2353,141.139,35,4.5,mb,15,152,1.118,0.72,us,us6000iubv,2022-12-17T22:54:15.040Z,"225 km SSE of Katsuura, Japan",earthquake,5.46,1.951,0.221,6,reviewed,us,us
2022-10-10T00:26:17.442Z,38.8416,142.1723,45.627,4.6,mwr,118,122,2.124,0.55,us,us6000isdk,2022-12-17T22:53:48.040Z,"47 km ESE of ?funato, Japan",earthquake,7.96,5.771,0.063,24,reviewed,us,us
2022-10-10T00:02:59.585Z,42.0966,144.1664,35,4.9,mb,143,74,0.756,0.58,us,us6000isdf,2022-12-17T22:53:48.040Z,"Hokkaido, Japan region",earthquake,3.78,1.824,0.044,160,reviewed,us,us
2022-10-09T04:37:58.324Z,37.3142,142.0152,40.549,4.5,mb,27,108,3.146,0.57,us,us6000is7y,2022-12-17T22:53:45.040Z,"91 km ESE of Namie, Japan",earthquake,8.91,8.436,0.221,9,reviewed,us,us
2022-10-06T20:09:27.610Z,33.6125,139.4285,15.194,4.8,mb,66,84,0.575,0.71,us,us6000irmi,2022-12-10T22:53:36.040Z,"126 km SSE of Shimoda, Japan",earthquake,5.38,4.358,0.055,101,reviewed,us,us
2022-10-06T18:14:16.843Z,37.1274,141.2374,14.717,4.5,mb,68,48,2.499,1.09,us,us6000irlq,2022-12-10T22:53:34.040Z,"32 km ENE of Iwaki, Japan",earthquake,7.17,3.663,0.073,56,reviewed,us,us
2022-10-05T19:04:11.936Z,38.7587,141.9998,64.868,4.8,mb,77,93,2.152,0.58,us,us6000ir61,2022-12-10T22:53:18.040Z,"42 km SE of ?funato, Japan",earthquake,7.65,6.002,0.069,65,reviewed,us,us
2022-10-02T22:45:34.700Z,38.4693,142.4942,35,4.5,mb,28,137,2.567,1.06,us,us6000iqan,2022-12-10T22:52:51.040Z,"95 km SE of ?funato, Japan",earthquake,8.35,1.947,0.156,12,reviewed,us,us
2022-10-01T15:02:32.377Z,31.3495,131.4691,31,5.7,mww,178,49,0.883,0.93,us,us6000iq08,2022-12-10T22:52:33.040Z,"26 km SE of Kushima, Japan",earthquake,4.97,1.792,0.086,13,reviewed,us,us
2022-10-01T00:03:55.014Z,32.3161,142.6165,10,4.6,mb,35,126,2.493,0.46,us,us6000irj3,2022-12-10T22:53:28.040Z,"Izu Islands, Japan region",earthquake,9.8,1.858,0.193,8,reviewed,us,us
2022-09-30T02:19:52.085Z,32.2301,142.469,10,4.9,mb,50,64,2.407,0.72,us,us6000iphu,2022-12-03T22:02:43.040Z,"Izu Islands, Japan region",earthquake,8.63,1.739,0.095,35,reviewed,us,us
2022-09-29T15:03:38.963Z,36.7988,140.5927,10,4.7,mb,108,110,1.934,0.73,us,us6000ipci,2022-12-03T22:02:40.040Z,"",earthquake,5.54,1.821,0.066,76,reviewed,us,us
2022-09-28T10:32:16.802Z,32.3683,142.6289,10,4.5,mb,34,130,2.487,0.73,us,us6000inye,2022-12-03T22:02:34.040Z,"Izu Islands, Japan region",earthquake,6.34,1.897,0.116,22,reviewed,us,us
2022-09-26T16:05:23.285Z,40.5895,142.8356,35,5,mww,82,98,1.361,0.55,us,us7000ib5i,2022-12-03T22:03:26.040Z,"113 km E of Hachinohe, Japan",earthquake,6.78,1.868,0.086,13,reviewed,us,us
2022-09-26T14:13:46.077Z,39.8523,140.8754,5.528,4.5,mb,29,141,0.947,0.5,us,us6000ippv,2022-12-03T22:02:50.040Z,"19 km NNW of Shizukuishi, Japan",earthquake,6.36,4.728,0.15,14,reviewed,us,us
2022-09-24T01:00:17.165Z,37.7995,141.9317,49.52,4.5,mb,35,127,3.061,0.94,us,us7000iaml,2022-12-03T22:03:18.040Z,"88 km SE of Ishinomaki, Japan",earthquake,3.95,7.699,0.163,11,reviewed,us,us
2022-09-23T00:53:50.787Z,36.0182,140.3446,83.41,4.7,mb,86,89,1.803,0.64,us,us7000iac2,2022-12-15T00:19:51.526Z,"7 km NNE of Inashiki, Japan",earthquake,6.2,4.973,0.06,84,reviewed,us,us
2022-09-21T22:36:52.155Z,35.2059,141.2855,31.294,4.8,mb,122,87,2.416,0.52,us,us7000ia0s,2022-11-26T20:57:51.040Z,"71 km SE of Hasaki, Japan",earthquake,6.37,4.433,0.059,90,reviewed,us,us
2022-09-21T22:24:40.831Z,35.1778,141.1945,12.116,5,mww,222,92,2.354,0.55,us,us7000ia0q,2022-12-06T18:50:55.724Z,"69 km SSE of Hasaki, Japan",earthquake,4.96,2.994,0.073,18,reviewed,us,us
2022-09-20T00:06:34.115Z,40.1526,141.8995,64.241,4.6,mb,86,123,0.9,0.46,us,us7000i9ej,2022-11-26T20:57:43.040Z,"51 km SE of Hachinohe, Japan",earthquake,6.32,5.886,0.056,94,reviewed,us,us
2022-09-19T20:55:52.409Z,36.2863,139.6642,89.443,4.5,mb,74,113,1.201,0.68,us,us7000i9d8,2022-12-12T00:22:47.414Z,"4 km NNE of Fujioka, Japan",earthquake,2.84,5.961,0.078,48,reviewed,us,us
2022-09-18T18:12:06.000Z,38.3475,142.2681,48.539,4.6,mb,31,100,2.61,0.45,us,us7000i948,2022-11-26T20:57:40.040Z,"84 km E of Ishinomaki, Japan",earthquake,8.31,8.415,0.152,13,reviewed,us,us
2022-09-18T02:09:46.282Z,35.8136,140.7691,47.248,4.8,mb,70,99,2.195,1.13,us,us7000i8yp,2022-12-12T00:23:16.139Z,"10 km NNW of Hasaki, Japan",earthquake,5.1,6.519,0.057,98,reviewed,us,us
2022-09-14T11:24:04.099Z,32.2883,142.4999,10,4.5,mb,18,150,2.41,0.91,us,us7000i9x1,2022-11-19T23:03:47.040Z,"Izu Islands, Japan region",earthquake,9.31,1.932,0.241,5,reviewed,us,us
2022-09-13T00:51:59.580Z,41.5709,142.0945,60.714,5.2,mww,161,114,0.91,0.5,us,us7000i7i8,2022-11-19T23:02:51.040Z,"79 km ENE of Mutsu, Japan",earthquake,5.86,4.355,0.071,19,reviewed,us,us
2022-09-12T04:39:15.724Z,41.9935,144.9474,10,5,mb,133,126,1.334,0.41,us,us7000i7af,2022-11-19T23:02:45.040Z,"118 km SSE of Kushiro, Japan",earthquake,6.86,1.828,0.035,259,reviewed,us,us
2022-09-11T21:21:53.762Z,41.1898,140.1452,169.073,5,mb,126,36,0.803,0.48,us,us7000i78n,2022-11-19T23:02:41.040Z,"45 km NNW of Shimokizukuri, Japan",earthquake,6.66,4.19,0.021,760,reviewed,us,us
2022-09-09T09:55:04.014Z,36.7306,140.5588,34.493,4.5,mb,58,118,1.899,0.52,us,us6000iidq,2022-12-12T00:24:43.002Z,"14 km W of Takahagi, Japan",earthquake,6.11,4.734,0.08,45,reviewed,us,us
2022-09-06T22:39:32.788Z,32.2125,142.2844,10,4.5,mb,49,100,2.27,0.64,us,us7000i5up,2022-11-15T19:06:12.040Z,"Izu Islands, Japan region",earthquake,8.42,1.833,0.097,31,reviewed,us,us
2022-09-06T19:00:01.782Z,32.3863,142.3643,14.459,4.6,mb,93,87,2.269,0.69,us,us7000i5sr,2022-11-15T19:06:11.040Z,"Izu Islands, Japan region",earthquake,8.75,3.485,0.071,69,reviewed,us,us
2022-09-06T14:29:56.666Z,32.3122,142.4196,10,4.9,mb,102,93,2.338,0.43,us,us7000i5pe,2022-11-15T19:06:11.040Z,"Izu Islands, Japan region",earthquake,7.23,1.557,0.041,185,reviewed,us,us
2022-09-06T07:31:43.271Z,33.5367,140.5672,72.035,4.7,mb,28,92,0.758,0.9,us,us7000i7xc,2022-11-15T19:06:17.040Z,"172 km SSE of Tateyama, Japan",earthquake,7.16,6.832,0.195,8,reviewed,us,us
2022-09-06T01:42:58.048Z,32.2806,142.3798,10,4.7,mb,66,49,2.318,0.69,us,us7000i5is,2022-11-15T19:06:09.040Z,"Izu Islands, Japan region",earthquake,6.46,1.787,0.047,139,reviewed,us,us
2022-09-05T03:29:43.980Z,32.4122,142.382,10,4.9,mb,84,37,2.275,0.46,us,us7000i59b,2022-11-15T19:06:07.040Z,"",earthquake,8.61,1.266,0.039,210,reviewed,us,us
2022-09-04T19:53:59.197Z,32.2996,142.3781,10,5.2,mww,100,93,2.31,0.91,us,us7000i56h,2022-11-15T19:06:06.040Z,"Izu Islands, Japan region",earthquake,7.87,1.832,0.061,26,reviewed,us,us
2022-09-04T14:58:22.340Z,32.3763,142.4687,10,5.2,mww,106,98,2.356,0.52,us,us7000i552,2022-11-15T19:06:05.040Z,"Izu Islands, Japan region",earthquake,8.85,1.837,0.075,17,reviewed,us,us
2022-09-04T14:11:10.458Z,32.4318,142.4585,10,4.7,mb,82,49,2.33,0.53,us,us7000i54w,2022-11-15T19:06:05.040Z,"Izu Islands, Japan region",earthquake,9.57,1.802,0.058,92,reviewed,us,us
2022-09-04T06:46:17.106Z,37.8531,141.8176,59.671,4.7,mb,92,111,2.99,0.52,us,us7000i52i,2022-11-15T19:06:04.040Z,"77 km SE of Ishinomaki, Japan",earthquake,8.01,2.51,0.038,230,reviewed,us,us
2022-09-03T02:54:51.333Z,35.7904,139.7805,92.167,4.6,mb,54,120,1.476,0.63,us,us7000i4ur,2022-12-06T18:01:48.454Z,"5 km SSW of S?ka, Japan",earthquake,6.61,5.818,0.116,24,reviewed,us,us
2022-09-02T20:24:39.797Z,35.3721,140.4709,24.65,4.5,mb,64,116,2.001,0.69,us,us7000i4s2,2022-12-06T19:09:48.229Z,"15 km NNE of ?hara, Japan",earthquake,5.02,3.712,0.094,40,reviewed,us,us
2022-09-01T11:21:10.788Z,31.3801,131.6854,31.405,4.9,mb,78,68,1.061,0.87,us,us7000i4aa,2022-11-06T04:36:28.040Z,"38 km SE of Nichinan, Japan",earthquake,6.38,4.954,0.041,186,reviewed,us,us
2022-08-28T02:44:02.626Z,32.4697,142.4274,10,4.5,mb,26,118,2.294,0.69,us,us7000i5ea,2022-11-06T04:39:06.040Z,"Izu Islands, Japan region",earthquake,9.18,1.86,0.18,10,reviewed,us,us
2022-08-28T01:03:37.368Z,32.4833,142.4438,10,4.7,mb,40,118,2.303,0.54,us,us7000i300,2022-11-06T04:39:09.040Z,"Izu Islands, Japan region",earthquake,6.74,1.851,0.059,88,reviewed,us,us
2022-08-28T00:54:51.046Z,32.5011,142.4384,10,5.2,mww,219,92,2.294,0.52,us,us7000i2zw,2022-11-06T04:39:09.040Z,"",earthquake,7.18,1.777,0.061,26,reviewed,us,us
2022-08-27T13:44:08.415Z,32.5313,142.6604,10,4.5,mb,23,146,2.467,0.99,us,us7000i4pm,2022-11-06T04:39:27.040Z,"Izu Islands, Japan region",earthquake,9.05,1.894,0.172,10,reviewed,us,us
2022-08-25T23:48:30.551Z,32.0426,130.0628,10,4.6,mb,57,78,0.627,0.64,us,us7000i2h1,2022-11-01T15:14:12.040Z,"13 km WNW of Akune, Japan",earthquake,4.6,1.863,0.086,40,reviewed,us,us
2022-08-23T17:20:06.779Z,37.5368,141.5007,51.371,4.5,mb,69,126,2.815,0.63,us,us7000i1u1,2022-11-01T15:13:55.040Z,"44 km E of Namie, Japan",earthquake,6.49,4.189,0.083,47,reviewed,us,us
2022-08-22T21:04:56.609Z,33.317,141.8495,10,4.5,mb,53,112,1.718,0.48,us,us6000icvt,2022-11-01T15:12:53.040Z,"247 km SE of Katsuura, Japan",earthquake,7.47,1.834,0.09,36,reviewed,us,us
2022-08-19T16:35:59.336Z,37.8178,141.8272,57.487,4.5,mb,40,120,3.026,0.85,us,us6000ic6e,2022-10-28T02:27:10.040Z,"80 km SE of Ishinomaki, Japan",earthquake,7.79,6.363,0.099,30,reviewed,us,us
2022-08-18T05:46:08.524Z,37.5959,141.7262,46.857,5.1,mww,146,51,3.003,0.7,us,us6000ibsp,2022-11-25T13:34:56.347Z,"65 km E of Namie, Japan",earthquake,7.61,5.511,0.08,15,reviewed,us,us
2022-08-18T04:06:45.411Z,35.5094,141.3104,35,4.9,mb,71,117,2.69,0.65,us,us6000ibs8,2022-12-06T19:13:59.076Z,"",earthquake,6.63,1.901,0.091,38,reviewed,us,us
2022-08-17T04:24:44.961Z,33.1235,141.7775,10,5.6,mww,62,71,1.648,0.46,us,us6000ibi3,2022-10-28T02:26:39.040Z,"261 km SSE of Katsuura, Japan",earthquake,7.39,1.819,0.054,33,reviewed,us,us
2022-08-13T21:57:46.106Z,35.4802,140.9768,40.84,4.6,mb,111,116,2.427,0.44,us,us6000iam0,2022-10-28T02:25:46.040Z,"30 km SSE of Hasaki, Japan",earthquake,6.85,4.392,0.06,83,reviewed,us,us
2022-08-12T12:11:00.648Z,35.4776,140.9598,38.705,4.6,mb,84,100,2.413,0.49,us,us6000ia82,2022-10-21T23:21:01.040Z,"30 km SSE of Hasaki, Japan",earthquake,6.55,6.048,0.047,138,reviewed,us,us
2022-08-09T15:48:16.292Z,39.8776,141.6679,70.525,4.5,mb,48,122,1.021,0.62,us,us6000i9f4,2022-10-21T23:19:47.040Z,"34 km NW of Miyako, Japan",earthquake,7.25,5.916,0.113,26,reviewed,us,us
2022-08-07T22:57:13.983Z,32.8798,142.5597,10,4.8,mb,53,90,2.319,0.47,us,us6000i8yl,2022-10-21T23:18:58.040Z,"Izu Islands, Japan region",earthquake,8.61,1.851,0.062,80,reviewed,us,us
2022-08-07T17:10:40.078Z,32.7635,142.5046,10,4.7,mb,20,136,2.29,0.62,us,us6000i8x7,2022-10-21T23:18:53.040Z,"Izu Islands, Japan region",earthquake,5.27,1.923,0.225,7,reviewed,us,us
2022-08-07T12:52:36.064Z,32.5315,142.5428,10,4.6,mb,72,119,2.37,0.66,us,us6000i8vs,2022-10-21T23:18:47.040Z,"",earthquake,6.82,1.395,0.045,148,reviewed,us,us
2022-08-06T14:52:34.498Z,34.8097,135.9474,360.592,4.6,mb,94,40,1.038,0.69,us,us6000i8nc,2022-10-21T23:18:30.040Z,"15 km SE of Uji, Japan",earthquake,8.31,6.33,0.032,297,reviewed,us,us
